default|education|contact|marital|poutcome|housing|loan|month|job|balance|day_of_week|campaign|age|pdays|previous|duration|y
no|tertiary|cellular|married|unknown|no|no|aug|management|0|26|3|36|-1|0|97|no
no|secondary|cellular|single|unknown|no|yes|aug|technician|73|26|2|30|-1|0|43|no
no|primary|telephone|married|unknown|no|no|aug|blue-collar|11|26|10|60|-1|0|15|no
no|tertiary|cellular|married|unknown|yes|no|aug|management|0|26|2|48|-1|0|204|no
yes|secondary|cellular|married|unknown|no|yes|aug|admin.|-51|26|2|31|-1|0|173|no
no|primary|cellular|married|unknown|yes|no|aug|blue-collar|588|26|4|46|-1|0|260|no
no|secondary|cellular|divorced|unknown|no|no|aug|technician|-471|26|2|51|-1|0|169|no
no|secondary|cellular|married|unknown|no|no|aug|blue-collar|579|26|4|50|-1|0|83|no
no|tertiary|cellular|married|unknown|no|no|aug|technician|231|26|2|41|-1|0|428|yes
no|secondary|cellular|divorced|unknown|no|no|aug|technician|2|26|2|59|-1|0|164|no
no|tertiary|cellular|single|unknown|no|no|aug|technician|3773|26|4|33|-1|0|124|no
no|tertiary|cellular|married|unknown|yes|no|aug|management|-55|26|4|32|-1|0|107|no
no|tertiary|cellular|married|unknown|no|no|aug|admin.|6|26|2|35|-1|0|130|no
no|secondary|cellular|married|unknown|no|no|aug|technician|608|26|2|44|-1|0|128|no
no|tertiary|cellular|single|unknown|no|no|aug|management|9|26|2|37|-1|0|484|no
no|primary|cellular|married|unknown|no|no|aug|retired|5|26|2|60|-1|0|63|no
no|tertiary|cellular|single|unknown|no|no|aug|management|145|26|2|42|-1|0|174|no
no|tertiary|cellular|married|unknown|no|no|aug|management|0|26|2|53|-1|0|240|no
no|primary|cellular|married|unknown|no|no|aug|blue-collar|0|26|4|47|-1|0|71|no
no|tertiary|cellular|married|unknown|no|no|aug|management|108|26|6|49|-1|0|210|no
no|tertiary|cellular|married|unknown|no|yes|aug|management|544|26|4|33|-1|0|111|no
no|tertiary|cellular|married|unknown|no|no|aug|management|0|26|2|35|-1|0|436|no
no|secondary|cellular|married|unknown|yes|no|aug|blue-collar|581|26|6|47|-1|0|79|no
no|tertiary|cellular|married|unknown|yes|no|aug|management|0|26|38|38|-1|0|22|no
no|tertiary|cellular|married|unknown|no|no|aug|management|0|26|4|38|-1|0|101|no
no|tertiary|cellular|married|unknown|no|no|aug|management|38|26|8|35|-1|0|194|no
no|tertiary|cellular|married|unknown|no|no|aug|management|4852|26|11|48|-1|0|41|no
no|secondary|cellular|single|unknown|no|no|aug|technician|275|26|8|42|-1|0|31|no
no|tertiary|cellular|married|unknown|no|no|aug|self-employed|1245|26|15|47|-1|0|17|no
no|tertiary|cellular|married|unknown|no|no|aug|management|841|26|6|35|-1|0|301|no
no|tertiary|cellular|single|unknown|no|no|aug|management|83|26|6|52|-1|0|1223|yes
yes|secondary|cellular|married|unknown|yes|no|aug|management|471|26|4|30|-1|0|73|no
no|secondary|cellular|single|unknown|yes|no|aug|technician|79|26|16|35|-1|0|12|no
no|tertiary|cellular|divorced|unknown|no|no|aug|management|1243|26|4|42|-1|0|1000|yes
no|secondary|cellular|married|unknown|no|no|aug|technician|34|26|4|45|-1|0|333|no
no|primary|cellular|married|unknown|no|no|aug|management|2537|26|6|48|-1|0|219|no
no|secondary|cellular|married|unknown|no|no|aug|services|284|26|5|47|-1|0|266|no
no|tertiary|cellular|married|unknown|no|no|aug|management|0|26|6|60|-1|0|362|no
no|tertiary|cellular|married|unknown|no|no|aug|management|254|26|6|44|-1|0|224|no
no|secondary|cellular|married|unknown|no|no|aug|services|301|26|7|46|-1|0|241|no
no|secondary|cellular|divorced|unknown|no|no|aug|technician|0|26|8|56|-1|0|471|no
no|primary|cellular|married|unknown|no|no|aug|blue-collar|1617|26|4|50|-1|0|55|no
no|tertiary|cellular|married|unknown|no|no|aug|self-employed|3220|26|4|31|-1|0|74|no
no|secondary|cellular|single|unknown|no|yes|aug|technician|-5|26|4|32|-1|0|300|no
no|tertiary|cellular|married|unknown|no|no|aug|management|231|26|6|35|-1|0|130|no
yes|tertiary|cellular|single|unknown|yes|no|aug|management|5|26|4|32|-1|0|520|no
no|tertiary|cellular|single|unknown|no|no|aug|management|236|26|4|41|-1|0|72|no
no|secondary|cellular|divorced|unknown|no|yes|aug|self-employed|385|26|4|52|-1|0|96|no
no|tertiary|cellular|single|unknown|no|no|aug|management|505|26|5|48|-1|0|320|no
no|secondary|cellular|married|unknown|no|no|aug|technician|10|26|16|43|-1|0|301|no
no|tertiary|cellular|single|unknown|no|no|aug|management|-533|26|4|37|-1|0|234|no
no|secondary|cellular|single|unknown|no|no|aug|technician|7|26|4|30|-1|0|75|no
no|tertiary|cellular|married|unknown|no|yes|aug|management|71|26|4|35|-1|0|78|no
no|tertiary|cellular|married|unknown|no|no|aug|management|725|26|13|37|-1|0|162|no
no|secondary|cellular|married|unknown|yes|no|aug|technician|2362|26|4|33|-1|0|271|no
no|secondary|cellular|married|unknown|no|no|aug|admin.|434|26|4|45|-1|0|76|no
no|tertiary|cellular|single|unknown|no|no|aug|management|4687|26|19|34|-1|0|10|no
no|primary|telephone|married|unknown|yes|no|aug|blue-collar|370|26|6|50|-1|0|39|no
no|tertiary|cellular|single|unknown|no|no|aug|management|0|26|20|35|-1|0|30|no
no|secondary|cellular|single|unknown|no|no|aug|technician|3867|26|12|39|-1|0|257|no
no|secondary|cellular|married|unknown|no|yes|aug|technician|362|26|6|33|-1|0|160|no
no|primary|cellular|married|unknown|no|no|aug|admin.|41|26|6|60|-1|0|140|no
no|tertiary|cellular|married|unknown|yes|no|aug|management|297|26|4|34|-1|0|63|no
no|tertiary|cellular|divorced|unknown|no|no|aug|entrepreneur|219|26|4|36|-1|0|358|no
no|tertiary|cellular|single|unknown|no|no|aug|management|0|26|6|31|-1|0|120|no
no|secondary|cellular|single|unknown|yes|no|aug|technician|487|26|14|33|-1|0|532|no
no|secondary|cellular|married|unknown|no|no|aug|self-employed|0|26|6|49|-1|0|175|no
no|tertiary|cellular|married|unknown|no|no|aug|housemaid|0|26|10|42|-1|0|112|no
no|primary|cellular|married|unknown|yes|no|aug|services|10150|26|5|51|-1|0|157|no
no|secondary|cellular|married|unknown|no|no|aug|services|1113|26|20|57|-1|0|264|no
no|tertiary|cellular|married|unknown|no|no|aug|management|392|26|3|31|-1|0|119|no
yes|secondary|cellular|married|unknown|no|no|aug|self-employed|0|26|5|55|-1|0|172|no
no|tertiary|cellular|single|unknown|no|no|aug|technician|469|26|9|33|-1|0|158|no
no|tertiary|cellular|married|unknown|no|no|aug|management|22815|26|8|45|-1|0|653|no
no|tertiary|cellular|single|unknown|no|no|aug|management|1092|26|7|39|-1|0|205|no
no|tertiary|cellular|married|unknown|no|no|aug|management|23|26|11|36|-1|0|133|no
no|secondary|cellular|married|unknown|no|no|aug|management|0|26|3|32|-1|0|277|no
no|secondary|cellular|single|unknown|no|no|aug|technician|1974|26|3|34|-1|0|603|no
no|tertiary|cellular|single|unknown|yes|no|aug|technician|1271|26|5|30|-1|0|303|no
no|tertiary|cellular|single|unknown|no|no|aug|technician|25|26|16|31|-1|0|265|no
no|secondary|cellular|married|unknown|no|no|aug|admin.|734|26|9|31|-1|0|195|no
no|secondary|cellular|married|unknown|no|no|aug|self-employed|517|26|4|52|-1|0|77|no
no|tertiary|cellular|married|unknown|no|no|aug|management|0|26|4|44|-1|0|130|no
no|tertiary|cellular|married|unknown|no|no|aug|unemployed|7744|26|8|31|-1|0|377|no
no|primary|cellular|married|unknown|no|no|aug|blue-collar|0|26|2|45|-1|0|454|no
no|tertiary|cellular|single|unknown|no|no|aug|management|21|26|7|30|-1|0|61|no
no|secondary|cellular|single|unknown|no|no|aug|technician|69|26|3|39|-1|0|183|no
no|secondary|cellular|single|unknown|yes|no|aug|technician|-274|26|5|37|-1|0|218|no
no|tertiary|cellular|married|unknown|no|no|aug|management|326|26|7|46|-1|0|182|no
no|secondary|cellular|married|unknown|no|no|aug|services|382|26|4|58|-1|0|384|no
no|tertiary|cellular|single|unknown|no|no|aug|management|1|26|5|31|-1|0|107|no
no|secondary|cellular|married|unknown|no|no|aug|technician|257|26|10|38|-1|0|57|no
no|tertiary|cellular|single|unknown|no|no|aug|management|631|26|5|32|-1|0|145|no
no|secondary|cellular|single|unknown|no|no|aug|technician|893|26|3|30|-1|0|45|no
no|secondary|cellular|married|unknown|no|no|aug|technician|1005|26|7|34|-1|0|209|no
no|secondary|cellular|single|unknown|no|yes|aug|technician|915|26|3|35|-1|0|89|no
no|secondary|cellular|married|unknown|no|no|aug|services|12|26|3|46|-1|0|225|no
no|secondary|cellular|married|unknown|no|no|aug|admin.|370|26|12|56|-1|0|128|no
no|primary|cellular|married|unknown|no|no|aug|self-employed|745|26|9|59|-1|0|168|no
no|primary|cellular|married|unknown|no|yes|aug|blue-collar|382|26|7|52|-1|0|98|no
no|secondary|cellular|married|unknown|no|no|aug|technician|479|26|2|34|-1|0|65|no
no|unknown|cellular|divorced|unknown|no|no|aug|admin.|0|26|4|52|-1|0|168|no
no|primary|telephone|married|unknown|no|no|aug|blue-collar|1111|26|9|54|-1|0|385|no
no|tertiary|cellular|single|unknown|no|yes|aug|management|796|26|13|30|-1|0|366|no
no|secondary|cellular|single|unknown|no|no|aug|technician|957|26|5|48|-1|0|198|no
no|tertiary|cellular|married|unknown|no|no|aug|management|5910|26|3|32|-1|0|75|no
no|tertiary|cellular|married|unknown|no|no|aug|management|0|26|9|32|-1|0|104|no
no|tertiary|cellular|divorced|unknown|no|no|aug|management|608|26|2|36|-1|0|125|no
yes|secondary|cellular|single|unknown|no|yes|aug|technician|0|26|14|36|-1|0|109|no
no|tertiary|cellular|single|unknown|no|no|aug|management|0|26|7|40|-1|0|58|no
no|tertiary|cellular|married|unknown|no|no|aug|unemployed|154|26|7|36|-1|0|556|yes
no|tertiary|cellular|married|unknown|no|no|aug|management|3160|26|4|40|-1|0|100|no
no|secondary|cellular|married|unknown|no|no|aug|management|699|26|8|36|-1|0|20|no
no|tertiary|cellular|married|unknown|no|no|aug|management|10|26|7|45|-1|0|133|no
no|tertiary|cellular|married|unknown|no|no|aug|technician|-363|26|2|38|-1|0|101|no
yes|secondary|cellular|married|unknown|yes|no|aug|blue-collar|0|26|5|50|-1|0|240|no
no|tertiary|cellular|divorced|unknown|no|no|aug|management|387|26|4|32|-1|0|99|no
no|secondary|cellular|married|unknown|no|no|aug|technician|7863|26|6|44|-1|0|59|no
no|tertiary|cellular|divorced|unknown|no|no|aug|management|1757|26|13|41|-1|0|515|no
no|tertiary|cellular|married|unknown|no|no|aug|blue-collar|526|26|13|31|-1|0|130|no
no|primary|telephone|married|unknown|no|no|aug|blue-collar|359|26|14|52|-1|0|361|no
no|tertiary|cellular|single|unknown|no|no|aug|management|0|26|6|37|-1|0|99|no
no|tertiary|cellular|married|unknown|no|no|aug|management|20|26|10|30|-1|0|272|no
no|secondary|cellular|married|unknown|yes|no|aug|management|46|26|10|39|-1|0|298|no
no|tertiary|cellular|divorced|unknown|no|no|aug|management|373|26|4|39|-1|0|148|no
no|secondary|cellular|married|unknown|no|no|aug|blue-collar|3558|26|10|50|-1|0|84|no
no|secondary|cellular|married|unknown|no|no|aug|technician|485|26|14|32|-1|0|98|no
no|tertiary|cellular|single|unknown|yes|no|aug|technician|127|27|17|32|-1|0|20|no
no|secondary|cellular|divorced|unknown|no|no|aug|technician|6|27|16|40|-1|0|26|no
no|tertiary|cellular|divorced|unknown|no|no|aug|technician|0|27|4|45|-1|0|58|no
no|tertiary|cellular|single|unknown|no|no|aug|management|1612|27|22|34|-1|0|108|no
no|tertiary|cellular|single|unknown|no|no|aug|management|1272|27|6|38|-1|0|101|no
no|primary|cellular|married|unknown|no|no|aug|housemaid|0|27|3|50|-1|0|52|no
no|secondary|cellular|married|unknown|no|no|aug|technician|462|27|4|39|-1|0|157|no
no|secondary|cellular|single|unknown|no|no|aug|self-employed|296|27|13|34|-1|0|609|yes
no|secondary|cellular|single|unknown|yes|no|aug|technician|151|27|6|33|-1|0|86|no
no|tertiary|cellular|divorced|unknown|no|no|aug|technician|56|27|6|55|-1|0|94|no
no|tertiary|cellular|single|unknown|no|no|aug|management|730|27|6|31|-1|0|108|no
no|secondary|cellular|married|unknown|no|no|aug|technician|3460|27|4|45|-1|0|116|no
no|tertiary|cellular|single|unknown|no|no|aug|technician|187|27|7|38|-1|0|87|no
no|tertiary|cellular|married|unknown|no|no|aug|self-employed|1503|27|12|50|-1|0|128|no
no|secondary|cellular|married|unknown|yes|yes|aug|blue-collar|285|27|8|51|-1|0|27|no
no|tertiary|cellular|divorced|unknown|no|no|aug|technician|0|27|6|31|-1|0|581|yes
no|tertiary|cellular|married|unknown|no|no|aug|management|567|27|34|48|-1|0|20|no
no|tertiary|cellular|married|unknown|no|no|aug|management|0|27|4|33|-1|0|181|no
no|secondary|cellular|married|unknown|no|no|aug|technician|0|27|14|35|-1|0|18|no
no|secondary|cellular|married|unknown|no|no|aug|services|1632|27|6|34|-1|0|65|no
no|tertiary|cellular|divorced|unknown|no|no|aug|technician|917|27|8|45|-1|0|144|no
no|secondary|cellular|married|unknown|no|no|aug|technician|0|27|4|35|-1|0|106|no
no|unknown|cellular|married|unknown|no|no|aug|services|3413|27|7|51|-1|0|146|no
no|tertiary|cellular|married|unknown|no|no|aug|management|0|27|6|49|-1|0|56|no
no|primary|cellular|married|unknown|no|yes|aug|entrepreneur|386|27|5|48|-1|0|185|no
no|tertiary|cellular|married|unknown|no|no|aug|management|40|27|4|37|-1|0|1033|yes
no|secondary|cellular|married|unknown|no|no|aug|admin.|0|27|13|58|-1|0|503|no
no|tertiary|cellular|married|unknown|no|yes|aug|management|2094|27|6|53|-1|0|95|no
no|tertiary|cellular|married|unknown|yes|yes|aug|management|656|27|6|54|-1|0|105|no
no|tertiary|cellular|single|unknown|no|no|aug|management|60|27|3|30|-1|0|87|no
no|tertiary|cellular|married|unknown|no|no|aug|management|1158|27|4|52|-1|0|57|no
no|secondary|cellular|married|unknown|no|no|aug|blue-collar|2673|27|4|49|-1|0|219|no
no|secondary|cellular|married|unknown|no|no|aug|retired|39|27|5|55|-1|0|281|no
no|tertiary|cellular|married|unknown|no|no|aug|technician|143|27|6|37|-1|0|57|no
no|secondary|cellular|married|unknown|no|yes|aug|self-employed|487|27|15|37|-1|0|155|no
no|primary|cellular|married|unknown|yes|no|aug|retired|-47|27|4|59|-1|0|84|no
no|tertiary|cellular|single|unknown|no|no|aug|management|1836|27|9|32|-1|0|96|no
no|secondary|cellular|married|unknown|no|no|aug|blue-collar|-417|27|20|49|-1|0|13|no
no|secondary|cellular|married|unknown|no|no|aug|retired|2396|27|6|59|-1|0|1040|yes
no|secondary|cellular|divorced|unknown|no|no|aug|technician|1085|27|10|35|-1|0|130|no
no|tertiary|cellular|married|unknown|no|no|aug|management|6563|27|8|41|-1|0|136|no
no|tertiary|telephone|married|unknown|no|no|aug|technician|51|27|9|38|-1|0|39|no
no|tertiary|cellular|married|unknown|no|no|aug|technician|1121|27|4|51|-1|0|68|no
no|tertiary|cellular|divorced|unknown|no|no|aug|management|0|27|4|52|-1|0|153|no
no|unknown|cellular|married|unknown|no|no|aug|services|2944|27|6|55|-1|0|672|yes
no|secondary|cellular|married|unknown|no|no|aug|technician|336|27|6|40|-1|0|156|no
no|secondary|cellular|married|unknown|no|no|aug|blue-collar|836|27|4|46|-1|0|199|no
no|tertiary|cellular|married|unknown|yes|no|aug|management|3724|27|10|38|-1|0|23|no
no|tertiary|cellular|married|unknown|yes|yes|aug|management|105|27|9|40|-1|0|166|no
no|secondary|cellular|married|unknown|no|no|aug|technician|258|27|4|38|-1|0|181|no
no|secondary|cellular|married|unknown|no|no|aug|admin.|1647|27|13|47|-1|0|39|no
no|tertiary|cellular|married|unknown|yes|no|aug|management|917|27|9|31|-1|0|100|no
no|tertiary|cellular|single|unknown|no|no|aug|technician|0|27|4|39|-1|0|147|no
no|primary|cellular|married|unknown|no|no|aug|housemaid|0|27|11|59|-1|0|76|no
no|tertiary|cellular|married|unknown|yes|no|aug|management|-84|27|6|44|-1|0|159|no
no|secondary|cellular|single|unknown|no|no|aug|technician|344|27|16|35|-1|0|519|yes
no|tertiary|cellular|single|unknown|no|no|aug|management|1|27|13|42|-1|0|223|no
no|secondary|cellular|divorced|unknown|yes|no|aug|technician|324|27|2|42|-1|0|203|no
no|tertiary|cellular|married|unknown|no|no|aug|management|2076|27|4|58|-1|0|49|no
no|tertiary|cellular|single|unknown|no|no|aug|management|0|27|4|33|-1|0|191|no
no|secondary|cellular|single|unknown|no|no|aug|management|36|27|2|31|-1|0|105|no
no|secondary|cellular|married|unknown|no|no|aug|technician|98|27|4|48|-1|0|146|no
no|tertiary|cellular|married|unknown|no|no|aug|management|0|27|4|59|-1|0|87|no
no|tertiary|cellular|married|unknown|yes|no|aug|technician|313|27|2|31|-1|0|114|no
no|tertiary|cellular|married|unknown|no|no|aug|technician|25|27|2|35|-1|0|219|no
no|tertiary|cellular|single|unknown|no|no|aug|management|7084|27|8|33|-1|0|512|yes
no|tertiary|cellular|married|unknown|no|no|aug|management|6748|27|3|48|-1|0|162|no
no|tertiary|cellular|married|unknown|no|no|aug|self-employed|719|27|2|56|-1|0|236|no
no|tertiary|cellular|married|unknown|no|no|aug|management|24|27|8|41|-1|0|130|no
no|secondary|cellular|married|unknown|no|no|aug|technician|30|27|2|36|-1|0|111|no
no|secondary|cellular|married|unknown|no|no|aug|admin.|35|27|4|48|-1|0|80|no
no|tertiary|cellular|married|unknown|no|no|aug|admin.|6485|27|19|44|-1|0|85|no
no|tertiary|cellular|married|unknown|no|no|aug|management|3228|27|8|38|-1|0|123|no
no|tertiary|cellular|single|unknown|no|no|aug|management|639|27|12|44|-1|0|69|no
no|secondary|cellular|single|unknown|no|no|aug|technician|46|27|6|31|-1|0|313|no
no|tertiary|cellular|divorced|unknown|no|no|aug|technician|765|27|8|42|-1|0|78|no
no|tertiary|cellular|single|unknown|no|no|aug|management|362|27|4|35|-1|0|256|no
no|tertiary|cellular|single|unknown|no|no|aug|management|0|27|2|36|-1|0|134|no
no|tertiary|cellular|married|unknown|no|no|aug|management|46|27|8|43|-1|0|63|no
no|secondary|cellular|divorced|unknown|no|yes|aug|technician|24|27|2|31|-1|0|352|no
no|secondary|cellular|married|unknown|no|no|aug|technician|25|27|4|36|-1|0|127|no
no|tertiary|cellular|married|unknown|no|no|aug|management|2204|27|4|32|-1|0|123|no
no|primary|cellular|married|unknown|no|no|aug|unemployed|49|27|8|53|-1|0|254|no
no|primary|cellular|married|unknown|yes|yes|aug|retired|-102|27|10|58|-1|0|80|no
no|secondary|cellular|single|unknown|no|no|aug|technician|1107|27|8|32|-1|0|113|no
no|secondary|cellular|married|unknown|yes|no|aug|technician|128|27|2|41|-1|0|100|no
no|primary|cellular|married|unknown|no|no|aug|blue-collar|699|27|6|59|-1|0|88|no
no|tertiary|cellular|single|unknown|no|no|aug|management|0|27|2|32|-1|0|121|no
no|secondary|cellular|married|unknown|no|no|aug|retired|63|27|2|57|-1|0|91|no
no|tertiary|cellular|married|unknown|no|no|aug|management|0|27|2|32|-1|0|164|no
no|tertiary|cellular|married|unknown|no|no|aug|management|0|27|2|46|-1|0|121|no
no|secondary|telephone|married|unknown|yes|yes|aug|blue-collar|16|27|2|51|-1|0|145|no
no|tertiary|cellular|married|unknown|no|no|aug|technician|11|27|2|31|-1|0|651|no
no|secondary|cellular|single|unknown|no|no|aug|technician|0|27|2|30|-1|0|109|no
no|secondary|telephone|married|unknown|no|yes|aug|blue-collar|297|27|16|56|-1|0|220|no
no|secondary|telephone|divorced|unknown|no|no|aug|technician|-175|27|15|31|-1|0|9|no
no|tertiary|cellular|married|unknown|no|no|aug|technician|1020|27|4|33|-1|0|82|no
no|secondary|cellular|divorced|unknown|no|no|aug|management|0|27|5|46|-1|0|763|yes
no|tertiary|cellular|divorced|unknown|no|no|aug|technician|2328|27|7|48|-1|0|129|no
no|tertiary|cellular|married|unknown|no|no|aug|technician|569|27|12|30|-1|0|976|yes
no|primary|cellular|married|unknown|no|no|aug|services|6|27|4|47|-1|0|63|no
no|secondary|cellular|married|unknown|no|yes|aug|technician|1697|27|4|52|-1|0|549|no
yes|secondary|cellular|single|unknown|no|no|aug|technician|-173|27|4|33|-1|0|342|no
no|tertiary|cellular|single|unknown|no|no|aug|management|127|27|6|34|-1|0|63|no
no|primary|cellular|married|unknown|no|yes|aug|blue-collar|3726|27|12|51|-1|0|119|no
no|primary|cellular|married|unknown|yes|no|aug|entrepreneur|324|27|6|40|-1|0|205|no
no|secondary|cellular|divorced|unknown|no|yes|aug|technician|-453|27|9|38|-1|0|15|no
no|secondary|cellular|married|unknown|no|yes|aug|blue-collar|605|27|6|56|-1|0|157|no
no|secondary|cellular|married|unknown|yes|yes|aug|technician|522|27|4|31|-1|0|308|no
no|tertiary|cellular|single|unknown|yes|no|aug|technician|-552|27|12|34|-1|0|312|no
no|tertiary|cellular|married|unknown|no|no|aug|housemaid|0|27|6|43|-1|0|103|no
no|secondary|cellular|divorced|unknown|no|no|aug|technician|-414|27|4|43|-1|0|590|no
no|secondary|cellular|married|unknown|no|no|aug|technician|104|27|5|57|-1|0|86|no
no|tertiary|cellular|married|unknown|no|no|aug|management|1041|27|7|39|-1|0|116|no
no|primary|cellular|married|unknown|yes|yes|aug|blue-collar|692|27|4|45|-1|0|102|no
no|tertiary|cellular|married|unknown|no|no|aug|technician|91|27|4|60|-1|0|105|no
no|unknown|cellular|married|unknown|no|no|aug|technician|312|27|4|46|-1|0|129|no
no|secondary|cellular|married|unknown|no|no|aug|services|236|27|28|46|-1|0|320|no
no|secondary|cellular|married|unknown|yes|no|aug|technician|-1459|27|14|35|-1|0|28|no
no|secondary|cellular|married|unknown|no|no|aug|technician|314|27|22|42|-1|0|11|no
no|primary|cellular|married|unknown|no|no|aug|blue-collar|157|27|4|50|-1|0|50|no
no|secondary|cellular|married|unknown|no|no|aug|admin.|1232|27|7|55|-1|0|97|no
no|secondary|cellular|married|unknown|no|no|aug|technician|570|27|6|55|-1|0|94|no
no|secondary|telephone|divorced|unknown|no|no|aug|unemployed|385|27|28|33|-1|0|29|no
no|primary|cellular|married|unknown|no|no|aug|blue-collar|946|27|9|54|-1|0|116|no
no|tertiary|cellular|married|unknown|no|no|aug|management|607|27|5|31|-1|0|200|no
no|secondary|cellular|married|unknown|no|yes|aug|admin.|875|27|6|41|-1|0|247|no
no|secondary|cellular|married|unknown|no|yes|aug|blue-collar|328|27|4|55|-1|0|335|no
no|secondary|cellular|married|unknown|no|no|aug|management|0|27|6|46|-1|0|38|no
no|secondary|cellular|married|unknown|no|no|aug|technician|470|27|8|52|-1|0|60|no
no|tertiary|cellular|single|unknown|no|no|aug|management|-2|27|6|34|-1|0|57|no
no|primary|cellular|married|unknown|no|no|aug|retired|-1|27|23|56|-1|0|89|no
no|secondary|cellular|single|unknown|no|yes|aug|technician|-34|27|13|44|-1|0|14|no
no|secondary|cellular|married|unknown|no|no|aug|admin.|979|27|15|46|-1|0|34|no
no|tertiary|cellular|divorced|unknown|yes|yes|aug|management|81|27|4|39|-1|0|49|no
no|tertiary|cellular|married|unknown|yes|no|aug|management|2809|27|9|49|-1|0|152|no
no|tertiary|telephone|married|unknown|no|no|aug|management|0|27|9|36|-1|0|645|yes
no|tertiary|cellular|single|unknown|yes|no|aug|management|269|27|4|40|-1|0|97|no
no|secondary|cellular|married|unknown|no|yes|aug|technician|1057|27|10|34|-1|0|176|no
no|primary|cellular|married|unknown|no|no|aug|services|0|27|9|60|-1|0|114|no
no|secondary|telephone|married|unknown|no|no|aug|technician|34|27|7|45|-1|0|96|no
no|secondary|cellular|married|unknown|no|no|aug|student|134|27|8|38|-1|0|91|no
no|tertiary|cellular|married|unknown|no|no|aug|self-employed|526|27|11|38|-1|0|86|no
no|secondary|cellular|single|unknown|yes|no|aug|self-employed|356|27|6|32|-1|0|511|no
no|tertiary|cellular|married|unknown|no|no|aug|admin.|157|27|4|32|-1|0|300|no
no|secondary|cellular|married|unknown|yes|no|aug|technician|-705|27|6|43|-1|0|125|no
no|secondary|cellular|married|unknown|no|no|aug|self-employed|96|27|15|36|-1|0|125|no
no|secondary|cellular|married|unknown|no|no|aug|retired|413|27|5|58|-1|0|104|no
no|tertiary|cellular|single|unknown|no|no|aug|self-employed|1788|27|15|31|-1|0|212|no
no|unknown|cellular|married|unknown|no|no|aug|retired|911|27|4|58|-1|0|178|no
no|secondary|cellular|married|unknown|no|no|aug|technician|9324|27|4|42|-1|0|67|no
no|secondary|cellular|married|unknown|no|no|aug|technician|198|27|13|35|-1|0|282|no
no|tertiary|cellular|single|unknown|no|no|aug|management|2|27|21|30|-1|0|19|no
no|tertiary|cellular|married|unknown|no|no|aug|management|0|27|11|36|-1|0|558|no
no|secondary|cellular|married|unknown|no|no|aug|self-employed|105|27|4|42|-1|0|85|no
no|secondary|cellular|divorced|unknown|no|no|aug|technician|330|27|5|59|-1|0|27|no
no|secondary|cellular|single|unknown|no|yes|aug|technician|194|27|3|30|-1|0|60|no
no|tertiary|cellular|married|unknown|no|no|aug|technician|48|27|14|33|-1|0|34|no
no|primary|cellular|married|unknown|no|no|aug|blue-collar|209|27|6|47|-1|0|77|no
no|tertiary|cellular|single|unknown|no|no|aug|management|194|27|2|38|-1|0|561|no
yes|primary|cellular|married|unknown|no|no|aug|blue-collar|-17|27|6|51|-1|0|134|no
no|secondary|cellular|single|unknown|no|no|aug|blue-collar|183|27|4|31|-1|0|120|no
no|primary|cellular|married|unknown|no|no|aug|self-employed|49|27|6|46|-1|0|197|no
no|tertiary|cellular|divorced|unknown|no|no|aug|technician|39|27|3|37|-1|0|74|no
no|secondary|cellular|single|unknown|no|no|aug|technician|391|27|8|34|-1|0|214|no
no|tertiary|cellular|married|unknown|no|no|aug|management|1138|27|3|44|-1|0|523|yes
no|tertiary|cellular|married|unknown|no|no|aug|self-employed|837|27|4|53|-1|0|160|no
no|tertiary|cellular|single|unknown|no|no|aug|management|890|27|18|30|-1|0|16|no
no|primary|cellular|married|unknown|no|no|aug|retired|213|27|3|59|-1|0|184|no
no|secondary|cellular|married|unknown|no|yes|aug|blue-collar|24|27|3|49|-1|0|168|no
no|secondary|cellular|married|unknown|no|no|aug|technician|164|27|4|48|-1|0|76|no
no|secondary|cellular|divorced|unknown|no|no|aug|technician|598|27|8|47|-1|0|120|no
no|secondary|cellular|married|unknown|no|no|aug|housemaid|2541|27|3|44|-1|0|138|no
no|tertiary|cellular|married|unknown|no|no|aug|management|255|27|9|34|-1|0|78|no
no|tertiary|cellular|divorced|unknown|yes|no|aug|management|0|27|7|34|-1|0|36|no
no|secondary|cellular|married|unknown|no|no|aug|technician|417|27|3|41|-1|0|77|no
yes|secondary|cellular|married|unknown|no|no|aug|technician|410|27|7|49|-1|0|117|no
no|primary|cellular|married|unknown|no|no|aug|housemaid|309|27|15|37|-1|0|11|no
no|tertiary|cellular|divorced|unknown|no|no|aug|management|4393|27|3|32|-1|0|88|no
no|secondary|cellular|married|unknown|no|no|aug|services|7|27|18|51|-1|0|18|no
yes|tertiary|cellular|married|unknown|yes|yes|aug|management|852|27|10|41|-1|0|157|no
no|secondary|cellular|married|unknown|no|no|aug|retired|120|27|3|55|-1|0|43|no
no|tertiary|cellular|married|unknown|no|no|aug|technician|1868|27|16|32|-1|0|186|no
no|tertiary|cellular|divorced|unknown|no|no|aug|technician|2517|27|17|42|-1|0|569|no
no|secondary|cellular|single|unknown|no|no|aug|technician|1165|27|23|32|-1|0|19|no
no|primary|cellular|married|unknown|no|no|aug|blue-collar|2321|27|7|48|-1|0|218|no
no|tertiary|cellular|married|unknown|no|no|aug|self-employed|0|27|28|58|-1|0|16|no
